Date,Open,High,Low,Close,Adj Close,Volume
2006-01-03,3.064167022705078,3.2083330154418945,3.0541670322418213,3.184999942779541,2.921607255935669,47281200
2006-01-04,3.209167003631592,3.2791669368743896,3.175832986831665,3.274167060852051,3.0034008026123047,51007200
2006-01-05,3.2750000953674316,3.3541669845581055,3.269166946411133,3.3483328819274902,3.071432590484619,64609200
2006-01-06,3.386667013168335,3.415832996368408,3.254167079925537,3.4033329486846924,3.121885299682617,62338800
2006-01-09,3.4016671180725098,3.516666889190674,3.394166946411133,3.498332977294922,3.209028959274292,56048400
2006-01-10,3.4816670417785645,3.499166965484619,3.4375,3.499166965484619,3.209794282913208,33966000
2006-01-11,3.502500057220459,3.6458330154418945,3.49666690826416,3.625833034515381,3.325984001159668,62630400
2006-01-12,3.625,3.680833101272583,3.548332929611206,3.574167013168335,3.2785918712615967,49550400
2006-01-13,3.56583309173584,3.5950000286102295,3.492500066757202,3.5425000190734863,3.2495429515838623,42129600
2006-01-17,3.4941670894622803,3.5416669845581055,3.447499990463257,3.5399999618530273,3.2472503185272217,32923200
2006-01-18,3.432499885559082,3.569999933242798,3.4000000953674316,3.558332920074463,3.264065980911255,45994800
2006-01-19,3.605833053588867,3.805000066757202,3.5991671085357666,3.7558329105377197,3.4452338218688965,91476000
2006-01-20,3.761667013168335,3.805000066757202,3.6500000953674316,3.6508328914642334,3.348917007446289,46160400
2006-01-23,3.6791670322418213,3.702500104904175,3.629167079925537,3.6716670989990234,3.368027448654175,33488400
2006-01-24,3.680000066757202,3.766666889190674,3.6700000762939453,3.690000057220459,3.38484525680542,38889600
2006-01-25,3.7083330154418945,3.7325000762939453,3.613332986831665,3.6575000286102295,3.3550333976745605,40023600
2006-01-26,3.7108330726623535,3.7858328819274902,3.6875,3.7825000286102295,3.469695568084717,44883600
2006-01-27,3.831666946411133,3.896667003631592,3.799999952316284,3.8541669845581055,3.535435676574707,38504400
2006-01-30,3.870832920074463,3.875,3.793333053588867,3.810832977294922,3.4956858158111572,31578000
2006-01-31,3.7916669845581055,3.8125,3.7174999713897705,3.74666690826416,3.4368247985839844,38445600
2006-02-01,3.6791670322418213,3.764167070388794,3.6649999618530273,3.749166965484619,3.4391186237335205,45085200
2006-02-02,3.7833330631256104,3.7858328819274902,3.629167079925537,3.634999990463257,3.3343935012817383,47373600
2006-02-03,3.6116669178009033,3.7133328914642334,3.5999999046325684,3.668333053588867,3.3649702072143555,50425200
2006-02-06,3.6583330631256104,3.7758328914642334,3.6424999237060547,3.771667003631592,3.459758996963501,36346800
2006-02-07,3.7791669368743896,3.7791669368743896,3.6358330249786377,3.637500047683716,3.3366878032684326,39940800
2006-02-08,3.6483330726623535,3.742500066757202,3.6483330726623535,3.742500066757202,3.4330036640167236,39307200
